COUNTRY,CONTI-NENT,CODE,UNIVERSITY/ORGANIZATION,FORMER/ OTHER NAMES,ABBRE-VIATION,FACULTY/ DEPARTMENT,SIGNING,EXPIRY,"EXPIRY
CHECK",LEVEL OF COOPERATION,TYPE OF COOPERATION,NOTE,UPDATED
USA,America,US010-2012A211,Case Western Reserve University,,,Case School of Engineering,25-Jun-2012,24-Jun-2017,0,Faculty of Engineering,General Cooperation,,9-Sep-15
USA,America,US010-2012B211,Case Western Reserve University,,,Case School of Engineering,25-Jun-2012,24-Jun-2017,0,Faculty of Engineering,Student Exchange,,9-Sep-15
USA,America,US011-1987B001,"Charleston, College of",,,,1-Jun-1987,unlimited,1,University,Student Exchange,,9-Sep-15
USA,America,US011-1987A001,"Charleston, College of",,,,15-Jul-1987,unlimited,1,University,General Cooperation,,9-Sep-15
USA,America,US012-1998A001,"Cincinnati, University of",,,,15-Jul-1998,14-Jul-2003,0,University,General Cooperation,,9-Sep-15
USA,America,US013-1984A001,City College of the City University of New York,,,,25-Dec-1984,unlimited,1,University,General Cooperation,,9-Sep-15
USA,America,US014-2005B291,Clemson University,,,,5-Dec-2005,21-Sep-2014,0,Faculty of Economics,Student Exchange,,9-Sep-15
USA,America,US014-2014A001,Clemson University,,,,22-Sep-2014,21-Sep-2019,1,University,General Cooperation,,9-Sep-15
USA,America,US015-2006A301,"Cleveland Clinic Foundation, the",,,,20-Apr-2006,19-Apr-2011,0,Faculty of Medicine,General Cooperation,,9-Sep-15
USA,America,US016-2009A361,"Colorado, University of",,,"Colorado, University of",28-Aug-2009,27-Aug-2014,0,Faculty of Nursing,General Cooperation,,9-Sep-15
USA,America,US017-2009A001,"Connecticut, University of ",,,,28-Jul-2009,27-Jul-2014,0,University,General Cooperation,,9-Sep-15
USA,America,US017-2015A001,"Connecticut, University of ",,,,21-Oct-2015,20-Oct-2020,1,University,General Cooperation,,2-Nov-15
USA,America,US018-2008A211,Dartmouth College,,,Thayer School of Engineering,9-Jan-2008,8-Jan-2011,0,Faculty of Engineering,General Cooperation,,9-Sep-15
USA,America,US018-2008B211,Dartmouth College,,,Thayer School of Engineering,9-Jan-2008,8-Jan-2011,0,Faculty of Engineering,Student Exchange,,9-Sep-15
USA,America,US018-2011A211,Dartmouth College,,,Thayer School of Engineering,10-Jan-2011,9-Jan-2014,0,Faculty of Engineering,General Cooperation,,9-Sep-15
USA,America,US018-2011B211,Dartmouth College,,,Thayer School of Engineering,10-Jan-2011,9-Jan-2014,0,Faculty of Engineering,Student Exchange,,9-Sep-15
USA,America,US018-2014A211,Dartmouth College,,,Thayer School of Engineering,13-Feb-2014,12-Feb-2017,0,Faculty of Engineering,General Cooperation,,9-Sep-15
USA,America,US018-2014B211,Dartmouth College,,,Thayer School of Engineering,13-Feb-2014,12-Feb-2017,0,Faculty of Engineering,Student Exchange,,9-Sep-15
USA,America,US019-2008O331,"EBSCO Publishing, Inc.",,,,8-Dec-2008,auto renew,1,Faculty of Pharmaceutical Sciences,Others: Publishing License Agreement,,9-Sep-15
USA,America,US021-2011B001,Florida Atlantic University,,,,8-Apr-2011,7-Apr-2017,0,University,Student Exchange,,9-Sep-15
USA,America,US093-2017B261,Florida International University,,,The Office of Study Abroad and the College of Business,2-May-2017,1-May-2020,1,Faculty of Commerce and Accountancy,Student Exchange,With details on faculty exchanges,25-Jan-19
USA,America,US093-2018A211,Florida International University,,,,12-Feb-2018,11-Feb-2021,1,Faculty of Engineering,General Cooperation,,7-May-18
USA,America,US093-2018B211,Florida International University,,,,12-Feb-2018,11-Feb-2023,1,Faculty of Engineering,Student Exchange,With details on faculty exchanges,7-May-18
USA,America,US020-2005B261,"Florida, University of",,,,8-Aug-2005,7-Aug-2010,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
USA,America,US022-1991A001,Golden Gate University,,,,25-Dec-1991,24-Dec-1996,0,University,General Cooperation,,9-Sep-15
USA,America,US023-2009A001,Grand Valley State University,,,Seidman School of Business,5-Nov-2004,4-Nov-2009,0,University,General Cooperation,,9-Sep-15
USA,America,US024-1992A001,Harvard University,,,Harvard School of Public Health and Harvard Institute for International Development,21-May-1992,20-May-1997,0,University,General Cooperation,,9-Sep-15
USA,America,US024-2014A30621,Harvard University,,,Harvard School of Public Health,30-May-2014,29-May-2019,0,Faculty of Medicine/ College of Public Health Sciences,General Cooperation,,9-Sep-15
USA,America,US025-1990A001,"Hawaii, University of, at Manoa",,,,24-Apr-1990,23-Apr-1995,0,University,General Cooperation,,9-Sep-15
USA,America,US025-1995B251,"Hawaii, University of, at Manoa",,,School of Architecture,22-Dec-1995,21-Dec-1998,0,Faculty of Architecture,Student Exchange,,9-Sep-15
USA,America,US025-1996A001,"Hawaii, University of, at Manoa",,,,5-Aug-1996,4-Aug-2001,0,University,General Cooperation,,9-Sep-15
USA,America,US025-1997A001,"Hawaii, University of, at Manoa",,,,27-Nov-1997,26-Nov-2002,0,University,General Cooperation,,9-Sep-15
USA,America,US025-1997B001,"Hawaii, University of, at Manoa",,,,27-Nov-1997,26-Nov-2002,0,University,Student Exchange,,9-Sep-15
USA,America,US025-2004A251,"Hawaii, University of, at Manoa",,,,14-Jan-2004,13-Jan-2009,0,Faculty of Architecture,General Cooperation,,9-Sep-15
USA,America,US025-2007B001,"Hawaii, University of, at Manoa",,,,14-Jun-2007,13-Jun-2012,0,University,Student Exchange,,9-Sep-15
USA,America,US025-2013B001,"Hawaii, University of, at Manoa",,,,23-Dec-2013,auto renew,1,University,Student Exchange,,9-Sep-15
USA,America,US091-2013B251,"Idaho, University of",,,College of Art and Architecture,20-Feb-2013,auto renew,1,Faculty of Architecture,Student Exchange,,29-Sep-15
USA,America,US026-2005A211,Illinois Institute of Technology,,,,2-Dec-2005,unlimited,1,Faculty of Engineering,General Cooperation,,9-Sep-15
USA,America,US027-1994A001,"Illinois, University of, at Chicago",,,,21-Jun-1994,20-Jun-1999,0,University,General Cooperation,,9-Sep-15
USA,America,US027-2000A001,"Illinois, University of, at Chicago",,,,26-Sep-2000,25-Sep-2003,0,University,General Cooperation,,9-Sep-15
USA,America,US027-2009A361,"Illinois, University of, at Chicago",,,College of Nursing,23-Sep-2009,22-Sep-2014,0,Faculty of Nursing,General Cooperation,,9-Sep-15
USA,America,US028-1990A271,Indiana University,,,,17-Jan-1990,16-Jan-1993,0,Faculty of Education,General Cooperation,,9-Sep-15
USA,America,US028-1999A361,Indiana University,,,,22-Nov-1999,21-Nov-2004,0,Faculty of Nursing,General Cooperation,,9-Sep-15
USA,America,US028-2011C001,Indiana University,,,,4-Apr-2011,3-Apr-2016,0,University,Faculty/Researchers Exchange,,9-Sep-15
USA,America,US028-2011A001,Indiana University,,,,4-Apr-2011,3-Apr-2016,0,University,General Cooperation,,9-Sep-15
USA,America,US028-2016A001,Indiana University,,,,4-Apr-2016,3-Apr-2021,1,University,General Cooperation,,13-Jun-16
USA,America,US028-2016C001,Indiana University,,,,4-Apr-2016,3-Apr-2021,1,University,Faculty/Researchers Exchange,,13-Jun-16
USA,America,US028-2016C221,Indiana University,,,College of Arts and Sciences,1-Apr-2016,31-Mar-2021,1,Faculty of Arts,Faculty/Researchers Exchange,,13-Jun-16
USA,America,US028-2016O221,Indiana University,,,"School of Global and International Studies, College of Arts and Sciences",4-Apr-2016,3-Apr-2021,1,Faculty of Arts,Others: Teaching of Thai Language at IU,,13-Jun-16
USA,America,,Indiana University,,,Kelley School of Business-Bloomington,1-Sep-2018,31-Aug-2023,1,Faculty of Commerce and Accountancy,Student Exchange,,4-Mar-19
USA,America,US092-2017A001,"Iowa, University of",,,,5-Jun-2017,4-Jun-2020,1,University,General Cooperation,,9-Jun-17
USA,America,US092-2017O001,"Iowa, University of",,,,5-Jun-2017,4-Jun-2020,1,University,Others: Visiting Scholar Program (UI to CU with scholarship),,9-Jun-17
USA,America,US029-1993A001,Iowa State University of Science and Technology,Iowa State University,,,15-Oct-1993,14-Oct-1998,0,University,General Cooperation,,9-Sep-15
USA,America,US029-1998A001,Iowa State University of Science and Technology,Iowa State University,,,24-Mar-1998,23-Mar-2003,0,University,General Cooperation,,9-Sep-15
USA,America,US029-2014B991,Iowa State University of Science and Technology,Iowa State University,,,26-Jan-2014,25-Jan-2019,0,Faculty of Engineering / Faculty of Science,Student Exchange,,9-Sep-15
USA,America,US030-2004A231,Kansas State University,,,,17-Dec-2004,unlimited,1,Faculty of Science,General Cooperation,,9-Sep-15
USA,America,US031-2012A991,Leland Stanford Junior University,,,,15-Aug-2012,14-Aug-2015,0,Faculty of Engineering / Faculty of Science,General Cooperation,,9-Sep-15
USA,America,US032-2011A271,Lindenwood University,,,,5-Apr-2011,unlimited,1,Faculty of Education,General Cooperation,,9-Sep-15
USA,America,US089-2014A001,Louisiana State University,,,,3-Dec-2014,2-Dec-2019,1,University,General Cooperation,เน้นกิจกรรมกับคณะวิทยาศาสตร์,9-Sep-15
USA,America,US033-2012A321,"Maryland, University of, Baltimore",,,,19-Sep-2012,31-Jul-2017,0,Faculty of Dentistry,General Cooperation,,9-Sep-15
USA,America,US034-1999A211,"Maryland, University of, College Park",,,A. James Clark School of Engineering,10-Jun-1999,9-Jun-2004,0,Faculty of Engineering,General Cooperation,,9-Sep-15
USA,America,US034-2005A211,"Maryland, University of, College Park",,,A. James Clark School of Engineering,12-Apr-2005,11-Apr-2010,0,Faculty of Engineering,General Cooperation,,9-Sep-15
USA,America,US034-2008A261,"Maryland, University of, College Park",,,Robert H. Smith School of Business,3-Jun-2008,auto renew,1,Faculty of Commerce and Accountancy,General Cooperation,,9-Sep-15
USA,America,US088-2014A001,Miami University,,,,10-Nov-2014,9-Nov-2019,1,University,General Cooperation,,9-Sep-15
USA,America,US088-2015B001,Miami University,,,,3-Mar-2015,auto renew,1,University,Student Exchange,,9-Sep-15
USA,America,US036-1997B261,Michigan State University,,,Eli Broad College of Business,18-Aug-1997,17-Aug-2002,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
USA,America,US036-2013B261,Michigan State University,,,Eli Broad College of Business,29-May-2013,28-May-2018,0,Faculty of Commerce and Accountancy,Student Exchange,,2-May-18
USA,America,US035-2001O001,"Michigan, University of",,,,10-Jan-2001,31-Aug-2003,0,University,Others: Subcontract,,9-Sep-15
USA,America,US037-1989A271,"Minnesota, University of ",,,College of Education,20-Apr-1989,unlimited,1,Faculty of Education,General Cooperation,,9-Sep-15
USA,America,US037-1992A311,"Minnesota, University of ",,,College of Veterinary Medicine,6-Mar-1992,5-Mar-1995,0,Faculty of Veterinary Science,General Cooperation,,9-Sep-15
USA,America,US037-2003A001,"Minnesota, University of ",,,,24-Feb-2003,unlimited,1,University,General Cooperation,,9-Sep-15
USA,America,US037-2004A381,"Minnesota, University of ",,,College of Education and Human Development,16-Jul-2004,unlimited,1,Faculty of Psychology,General Cooperation,,9-Sep-15
USA,America,US038-2002A631,"Mississippi, University of",,,Department of Chemical Engineering,23-Dec-2002,unlimited,1,Petroleum and Petrochemical College,General Cooperation,,9-Sep-15
USA,America,US039-1996A001,New Jersey Institute of Technology,,,,5-Nov-1996,4-Nov-2001,0,University,General Cooperation,,9-Sep-15
USA,America,US039-1998A001,New Jersey Institute of Technology,,,,26-Nov-1998,25-Nov-2001,0,University,General Cooperation,,9-Sep-15
USA,America,US039-2001A001,New Jersey Institute of Technology,,,,23-Jan-2001,22-Jan-2006,0,University,General Cooperation,,9-Sep-15
USA,America,US039-2006A001,New Jersey Institute of Technology,,,,16-Mar-2006,15-Mar-2011,0,University,General Cooperation,,9-Sep-15
USA,America,US040-1996B261,New York University,,,Undergraduate College of the Stern School of Business,26-Apr-1996,25-Apr-1999,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
USA,America,US040-2000B261,New York University,,,Undergraduate College of the Stern School of Business,28-Nov-2000,auto renew,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
USA,America,US042-2011A001,North Carolina State University,,,,20-Jul-2011,19-Jul-2016,0,University,General Cooperation,,9-Sep-15
USA,America,US042-2012B001,North Carolina State University,,,,23-Jan-2012,31-May-2017,0,University,Student Exchange,,9-Sep-15
USA,America,US042-2017A001,North Carolina State University,,,,24-May-2017,23-May-2022,1,University,General Cooperation,,29-May-17
USA,America,US042-2017B001,North Carolina State University,,,,24-May-2017,23-May-2022,1,University,Student Exchange,,29-May-17
USA,America,US041-2001B001,"North Carolina, University of, at Chapel Hill",,,,20-Aug-2001,19-Aug-2006,0,University,Student Exchange,,9-Sep-15
USA,America,US041-2003O261,"North Carolina, University of, at Chapel Hill",,,Kenan-Flagler Business School,20-Jan-2003,19-Jan-2006,0,Faculty of Commerce and Accountancy,Others: Participation in Special Visiting Student Program,,9-Sep-15
USA,America,US041-2004A001,"North Carolina, University of, at Chapel Hill",,,,1-Nov-2004,31-Oct-2007,0,University,General Cooperation,,9-Sep-15
USA,America,US041-2006B261,"North Carolina, University of, at Chapel Hill",,,Kenan-Flagler Business School,30-Jun-2006,30-Jun-2009,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
USA,America,US043-2012A001,"North Texas, University of",,,,30-Nov-2012,20-Sep-2015,0,University,General Cooperation,,9-Sep-15
USA,America,US043-2015A001,"North Texas, University of",,,,21-Sep-2015,20-Sep-2018,0,University,General Cooperation,,28-Sep-15
USA,America,US043-2019A001,"North Texas, University of",,,,14-Jan-2019,13-Jan-2022,1,University,General Cooperation,,24-Jan-19
USA,America,US044-2002A001,"Northern Colorado, University of",,,,31-May-2002,30-May-2007,0,University,General Cooperation,,9-Sep-15
USA,America,US044-2002B001,"Northern Colorado, University of",,,,31-May-2002,30-May-2007,0,University,Student Exchange,,9-Sep-15
USA,America,US044-2008A001,"Northern Colorado, University of",,,,30-Jul-2008,30-Jul-2013,0,University,General Cooperation,,9-Sep-15
USA,America,US044-2008B001,"Northern Colorado, University of",,,,30-Jul-2008,30-Jul-2013,0,University,Student Exchange,,9-Sep-15
USA,America,US044-2014B001,"Northern Colorado, University of",,,,26-Feb-2014,25-Feb-2019,0,University,Student Exchange,,9-Sep-15
USA,America,US044-2016B271,"Northern Colorado, University of",,,"School of Music, College of Performing and Visual Arts",16-Mar-2016,15-Mar-2021,1,Faculty of Education,Student Exchange,"Department of Art, Music, and Dance Education",23-May-16
USA,America,US045-1989A271,Northern Illinois University,,,College of Education,21-Aug-1989,unlimited,1,Faculty of Education,General Cooperation,,9-Sep-15
USA,America,US045-1995A001,Northern Illinois University,,,,5-Jun-1995,4-Jun-2000,0,University,General Cooperation,,9-Sep-15
USA,America,US045-2010A241,Northern Illinois University,,,College of Liberal Arts and Science and Center for Southeast Asian Studies,4-Aug-2010,3-Aug-2015,0,Faculty of Political Science,General Cooperation,,9-Sep-15
USA,America,US046-1988C981,Ohio University ,,,,25-Apr-1988,24-Apr-1991,0,Center of Academic Resources,Faculty/Researchers Exchange,,9-Sep-15
USA,America,US046-2001A001,Ohio University ,,,,25-Oct-2001,24-Oct-2006,0,University,General Cooperation,,9-Sep-15
USA,America,US048-2007B261,Oklahoma State University,,,William S. Spears School of Business,2-May-2007,unlimited,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
USA,America,US047-1992A001,"Oklahoma, University of",,,,11-Mar-1992,19-Mar-2002,0,University,General Cooperation,,9-Sep-15
USA,America,US047-2002A001,"Oklahoma, University of",,,,20-Dec-2002,unlimited,1,University,General Cooperation,,9-Sep-15
USA,America,US047-2014B001,"Oklahoma, University of",,,,10-Nov-2014,9-Nov-2019,1,University,Student Exchange,,9-Sep-15
USA,America,US050-1991B001,Oregon State System of Higher Education,,,,17-Sep-1991,unlimited,1,University,Student Exchange,,9-Sep-15
USA,America,US051-2003B261,Oregon State University,,,College of Business,3-Feb-2003,1-Jan-2008,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
USA,America,US051-2006A001,Oregon State University,,,,7-Sep-2006,6-Sep-2011,0,University,General Cooperation,,9-Sep-15
USA,America,US049-2011A271,"Oregon, University of",,,College of Education,21-Mar-2011,20-Mar-2016,0,Faculty of Education,General Cooperation,,9-Sep-15
USA,America,US049-2018A001,"Oregon, University of",,,,23-Jan-2018,22-Jan-2023,,University,Student Exchange,,31-Jan-18
USA,America,US052-2009A321,"Pacific, University of the",,,Arthur A. Dugoni School of Dentistry,25-Dec-2009,24-Dec-2014,0,Faculty of Dentistry,General Cooperation,,9-Sep-15
